dataset,pair,delta,epsilon,fraction,N,runs,gap,cohort
winogrande,18,-0.035406698564593005,0.02,0.86688995215311,1045,30,0.015406698564593004,random
winogrande,19,0.041148325358851004,0.02,0.8308133971291867,1045,30,0.021148325358851004,random
winogrande,20,-0.0009569377990430001,0.02,0.9261244019138757,1045,30,0.019043062200957,random
winogrande,21,-0.010526315789473,0.02,0.8779904306220095,1045,30,0.009473684210527,random
winogrande,22,-0.08325358851674601,0.02,0.33154704944178626,1045,30,0.063253588516746,random
winogrande,23,-0.14928229665071702,0.02,0.14963317384370015,1045,30,0.12928229665071703,random
winogrande,24,-0.035406698564593005,0.02,0.8935247208931419,1045,30,0.015406698564593004,random
winogrande,25,0.085167464114832,0.02,0.275725677830941,1045,30,0.065167464114832,random
winogrande,26,0.042105263157894,0.02,0.725805422647528,1045,30,0.022105263157894,random
winogrande,27,0.07846889952153101,0.02,0.39323763955342905,1045,30,0.058468899521531004,random
winogrande,28,-0.11866028708133901,0.02,0.21850079744816586,1045,30,0.098660287081339,random
winogrande,29,-0.019138755980861,0.02,0.9999362041467305,1045,30,0.000861244019139,random
winogrande,30,0.06698564593301401,0.02,0.3103030303030303,1045,30,0.046985645933014006,random
winogrande,31,-0.067942583732057,0.02,0.3948325358851675,1045,30,0.047942583732056995,random
winogrande,32,-0.14162679425837302,0.02,0.13553429027113237,1045,30,0.12162679425837301,random
winogrande,33,-0.005741626794258,0.02,0.9081020733652313,1045,30,0.014258373205742001,random
winogrande,34,-0.055502392344497005,0.02,0.5135885167464115,1045,30,0.03550239234449701,random
winogrande,35,-0.015311004784688002,0.02,0.9935247208931419,1045,30,0.004688995215311999,random
winogrande,36,-0.031578947368421005,0.02,0.927432216905901,1045,30,0.011578947368421005,random
winogrande,37,-0.005741626794258,0.02,0.9393939393939394,1045,30,0.014258373205742001,random
winogrande,38,0.00956937799043,0.02,0.8673365231259968,1045,30,0.01043062200957,random
winogrande,39,0.029665071770334003,0.02,0.9744497607655502,1045,30,0.009665071770334002,random
winogrande,40,0.036363636363636,0.02,0.8902711323763955,1045,30,0.016363636363636,random
winogrande,41,-0.04688995215311,0.02,0.6833492822966508,1045,30,0.026889952153110002,random
winogrande,42,0.073684210526315,0.02,0.3665390749601276,1045,30,0.053684210526315,random
winogrande,43,0.033492822966507005,0.02,0.9207017543859649,1045,30,0.013492822966507004,random
winogrande,44,0.017224880382775,0.02,0.9981818181818182,1045,30,0.0027751196172249998,random
winogrande,45,0.044976076555023004,0.02,0.7038277511961722,1045,30,0.024976076555023003,random
winogrande,46,-0.044976076555023004,0.02,0.7425518341307815,1045,30,0.024976076555023003,random
winogrande,47,-0.02200956937799,0.02,0.9979585326953748,1045,30,0.0020095693779899997,random
winogrande,48,-0.085167464114832,0.02,0.22657097288676237,1045,30,0.065167464114832,random
winogrande,49,0.15693779904306202,0.02,0.13374800637958534,1045,30,0.13693779904306203,random
winogrande,50,-0.08325358851674601,0.02,0.39365231259968103,1045,30,0.063253588516746,random
winogrande,51,0.072727272727272,0.02,0.3576076555023924,1045,30,0.052727272727272,random
winogrande,52,0.023923444976076003,0.02,0.9964912280701754,1045,30,0.003923444976076003,random
winogrande,53,0.011483253588516,0.02,0.9768421052631578,1045,30,0.008516746411484,random
winogrande,54,0.09569377990430601,0.02,0.29990430622009573,1045,30,0.07569377990430601,random
winogrande,55,0.088995215311004,0.02,0.34800637958532693,1045,30,0.068995215311004,random
winogrande,56,-0.0038277511961720004,0.02,0.9110047846889952,1045,30,0.016172248803828,random
winogrande,57,-0.004784688995215,0.02,0.9124401913875598,1045,30,0.015215311004785001,random
winogrande,58,-0.013397129186602002,0.02,0.9418819776714514,1045,30,0.0066028708133979985,random
winogrande,59,0.09186602870813301,0.02,0.2862838915470494,1045,30,0.07186602870813301,random
winogrande,60,-0.071770334928229,0.02,0.29901116427432217,1045,30,0.051770334928228995,random
winogrande,61,-0.017224880382775,0.02,0.9970972886762361,1045,30,0.0027751196172249998,random
winogrande,62,-0.109090909090909,0.02,0.19738437001594897,1045,30,0.089090909090909,random
winogrande,63,-0.002870813397129,0.02,0.8754385964912281,1045,30,0.017129186602871,random
winogrande,64,-0.033492822966507005,0.02,0.8988835725677831,1045,30,0.013492822966507004,random
winogrande,65,-0.10430622009569301,0.02,0.20175438596491227,1045,30,0.08430622009569301,random
winogrande,66,0.04593301435406601,0.02,0.7382775119617225,1045,30,0.025933014354066006,random
winogrande,67,0.04593301435406601,0.02,0.8243700159489633,1045,30,0.025933014354066006,random
winogrande,68,0.014354066985645002,0.02,0.988421052631579,1045,30,0.005645933014354999,random
winogrande,69,-0.0009569377990430001,0.02,0.9236044657097289,1045,30,0.019043062200957,random
winogrande,70,-0.133014354066985,0.02,0.1755023923444976,1045,30,0.113014354066985,random
winogrande,71,-0.065071770334928,0.02,0.45074960127591707,1045,30,0.045071770334928,random
winogrande,72,-0.142583732057416,0.02,0.17084529505582138,1045,30,0.122583732057416,random
winogrande,73,-0.049760765550239006,0.02,0.6652312599681021,1045,30,0.029760765550239005,random
winogrande,74,0.055502392344497005,0.02,0.6031578947368421,1045,30,0.03550239234449701,random
winogrande,75,0.025837320574162003,0.02,0.9913875598086125,1045,30,0.005837320574162003,random
winogrande,76,-0.059330143540669004,0.02,0.5206379585326953,1045,30,0.03933014354066901,random
winogrande,77,0.04688995215311,0.02,0.5533971291866029,1045,30,0.026889952153110002,random
winogrande,78,0.097607655502392,0.02,0.29333333333333333,1045,30,0.077607655502392,random
winogrande,79,0.180861244019138,0.02,0.12223285486443382,1045,30,0.160861244019138,random
winogrande,80,-0.038277511961722,0.02,0.8642105263157894,1045,30,0.018277511961722,random
winogrande,81,-0.07559808612440101,0.02,0.3691547049441786,1045,30,0.05559808612440101,random
winogrande,82,-0.06315789473684201,0.02,0.5108452950558214,1045,30,0.043157894736842006,random
winogrande,83,0.008612440191387,0.02,0.9781499202551834,1045,30,0.011387559808613,random
winogrande,84,-0.0009569377990430001,0.02,0.561244019138756,1045,30,0.019043062200957,random
winogrande,85,-0.058373205741626,0.02,0.5754704944178628,1045,30,0.038373205741626004,random
winogrande,86,-0.15119617224880302,0.02,0.1481658692185008,1045,30,0.13119617224880303,random
winogrande,87,0.011483253588516,0.02,0.9706539074960128,1045,30,0.008516746411484,random
winogrande,88,-0.125358851674641,0.02,0.17840510366826157,1045,30,0.105358851674641,random
winogrande,89,-0.04401913875598,0.02,0.7309090909090908,1045,30,0.02401913875598,random
winogrande,90,-0.08133971291866,0.02,0.3283572567783094,1045,30,0.06133971291866,random
winogrande,91,-0.092822966507177,0.02,0.297097288676236,1045,30,0.072822966507177,random
winogrande,92,0.061244019138755004,0.02,0.5257416267942584,1045,30,0.041244019138755,random
winogrande,93,0.042105263157894,0.02,0.7771929824561403,1045,30,0.022105263157894,random
winogrande,94,-0.067942583732057,0.02,0.49760765550239233,1045,30,0.047942583732056995,random
winogrande,95,0.180861244019138,0.02,0.10660287081339713,1045,30,0.160861244019138,random
winogrande,96,-0.10334928229665001,0.02,0.21719298245614033,1045,30,0.08334928229665,random
winogrande,97,0.007655502392344001,0.02,0.9544497607655502,1045,30,0.012344497607656,random
winogrande,98,0.11100478468899501,0.02,0.23441786283891547,1045,30,0.091004784688995,random
winogrande,99,0.07464114832535801,0.02,0.34169059011164277,1045,30,0.054641148325358005,random
arc,0,-0.020142180094786,0.02,0.9984834123222748,844,100,0.00014218009478600066,margin_nearest
arc,1,-0.020142180094786,0.02,0.9924881516587678,844,100,0.00014218009478600066,margin_nearest
arc,2,-0.020142180094786,0.02,0.9999526066350711,844,100,0.00014218009478600066,margin_nearest
arc,3,-0.020142180094786,0.02,0.9945853080568721,844,100,0.00014218009478600066,margin_nearest
arc,4,-0.020142180094786,0.02,0.9999644549763034,844,100,0.00014218009478600066,margin_nearest
arc,5,0.020142180094786,0.02,0.9965876777251185,844,100,0.00014218009478600066,margin_nearest
arc,6,-0.020142180094786,0.02,0.9894668246445498,844,100,0.00014218009478600066,margin_nearest
arc,7,-0.020142180094786,0.02,0.9902014218009478,844,100,0.00014218009478600066,margin_nearest
arc,8,-0.020142180094786,0.02,0.9989691943127963,844,100,0.00014218009478600066,margin_nearest
arc,9,-0.020142180094786,0.02,0.9867535545023697,844,100,0.00014218009478600066,margin_nearest
arc,10,-0.020142180094786,0.02,0.9930450236966825,844,100,0.00014218009478600066,margin_nearest
arc,11,0.020142180094786,0.02,0.9987559241706161,844,100,0.00014218009478600066,margin_nearest
arc,12,0.020142180094786,0.02,0.993175355450237,844,100,0.00014218009478600066,margin_nearest
arc,13,0.020142180094786,0.02,0.9999407582938389,844,100,0.00014218009478600066,margin_nearest
arc,14,0.020142180094786,0.02,0.9947867298578198,844,100,0.00014218009478600066,margin_nearest
arc,15,0.020142180094786,0.02,0.9999407582938389,844,100,0.00014218009478600066,margin_nearest
arc,16,0.020142180094786,0.02,0.9947393364928909,844,100,0.00014218009478600066,margin_nearest
arc,17,0.020142180094786,0.02,0.9892772511848341,844,100,0.00014218009478600066,margin_nearest
arc,18,0.020142180094786,0.02,0.9999170616113744,844,100,0.00014218009478600066,margin_nearest
arc,19,0.020142180094786,0.02,0.9937085308056872,844,100,0.00014218009478600066,margin_nearest
composite,0,0.019949864215583,0.02,0.9736599122623772,9574,100,5.013578441699987e-05,margin_nearest
composite,1,0.019949864215583,0.02,0.9999738876122832,9574,100,5.013578441699987e-05,margin_nearest
composite,2,0.019949864215583,0.02,0.9860048046793399,9574,100,5.013578441699987e-05,margin_nearest
composite,3,0.019949864215583,0.02,0.9648495926467515,9574,100,5.013578441699987e-05,margin_nearest
composite,4,0.019949864215583,0.02,0.979352412784625,9574,100,5.013578441699987e-05,margin_nearest
composite,5,-0.019949864215583,0.02,0.9901754752454565,9574,100,5.013578441699987e-05,margin_nearest
composite,6,0.019949864215583,0.02,0.9782671819511176,9574,100,5.013578441699987e-05,margin_nearest
composite,7,0.019949864215583,0.02,0.97838312095258,9574,100,5.013578441699987e-05,margin_nearest
composite,8,0.019949864215583,0.02,0.983294338834343,9574,100,5.013578441699987e-05,margin_nearest
composite,9,-0.019949864215583,0.02,0.9911552120325883,9574,100,5.013578441699987e-05,margin_nearest
composite,10,-0.019949864215583,0.02,0.9680206810110716,9574,100,5.013578441699987e-05,margin_nearest
composite,11,-0.019949864215583,0.02,0.9586505118027993,9574,100,5.013578441699987e-05,margin_nearest
composite,12,0.019949864215583,0.02,0.9814351368289117,9574,100,5.013578441699987e-05,margin_nearest
composite,13,-0.019949864215583,0.02,0.9406402757468143,9574,100,5.013578441699987e-05,margin_nearest
composite,14,-0.019949864215583,0.02,0.9878483392521411,9574,100,5.013578441699987e-05,margin_nearest
composite,15,-0.019949864215583,0.02,0.9774012951744308,9574,100,5.013578441699987e-05,margin_nearest
composite,16,0.019949864215583,0.02,0.9850135784416127,9574,100,5.013578441699987e-05,margin_nearest
composite,17,0.019949864215583,0.02,0.9556674326300397,9574,100,5.013578441699987e-05,margin_nearest
composite,18,0.019949864215583,0.02,0.9729486108209734,9574,100,5.013578441699987e-05,margin_nearest
composite,19,0.019949864215583,0.02,0.9792187173595154,9574,100,5.013578441699987e-05,margin_nearest
gsm8k,0,-0.019908116385911,0.02,0.9928407350689128,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,1,0.019908116385911,0.02,0.9981163859111791,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,2,-0.019908116385911,0.02,0.9906431852986217,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,3,-0.019908116385911,0.02,0.9909494640122511,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,4,0.019908116385911,0.02,0.9774196018376723,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,5,0.019908116385911,0.02,0.9965160796324656,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,6,-0.019908116385911,0.02,0.9721745788667688,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,7,-0.019908116385911,0.02,0.9950459418070444,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,8,0.019908116385911,0.02,0.9986370597243491,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,9,-0.019908116385911,0.02,0.9928407350689128,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,10,0.019908116385911,0.02,0.9895405819295559,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,11,0.019908116385911,0.02,0.9985145482388974,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,12,0.019908116385911,0.02,0.981531393568147,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,13,0.019908116385911,0.02,0.9997549770290965,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,14,-0.019908116385911,0.02,0.9998162327718224,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,15,-0.019908116385911,0.02,0.9984150076569678,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,16,0.019908116385911,0.02,0.9903675344563553,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,17,0.019908116385911,0.02,0.9920290964777948,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,18,0.019908116385911,0.02,0.9878713629402757,1306,100,9.188361408899934e-05,margin_nearest
gsm8k,19,0.019908116385911,0.02,0.9997932618683002,1306,100,9.188361408899934e-05,margin_nearest
hellaswag,0,0.019961477849763,0.02,0.9991315006128524,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,1,-0.019961477849763,0.02,0.9999947469795133,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,2,-0.019961477849763,0.02,0.9918403081772018,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,3,0.019961477849763,0.02,0.9920574330239889,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,4,0.019961477849763,0.02,0.9753335668009104,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,5,0.019961477849763,0.02,0.9915548940640869,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,6,-0.019961477849763,0.02,0.9958553668359307,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,7,-0.019961477849763,0.02,0.9783207844510593,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,8,-0.019961477849763,0.02,0.9746104009805638,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,9,-0.019961477849763,0.02,0.9999929959726843,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,10,-0.019961477849763,0.02,0.9752635265277534,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,11,-0.019961477849763,0.02,0.9939257573104535,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,12,-0.019961477849763,0.02,0.999996497986342,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,13,0.019961477849763,0.02,0.9894466818420592,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,14,-0.019961477849763,0.02,0.9846699352127473,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,15,-0.019961477849763,0.02,0.9735230257398004,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,16,0.019961477849763,0.02,0.9931798284013308,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,17,-0.019961477849763,0.02,0.9899719838907372,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,18,0.019961477849763,0.02,0.9935107686919978,5711,100,3.852215023699909e-05,margin_nearest
hellaswag,19,-0.019961477849763,0.02,0.9999929959726843,5711,100,3.852215023699909e-05,margin_nearest
mmlu-pro,0,-0.020029920212765003,0.02,0.9821933178191489,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,1,0.020029920212765003,0.02,0.9749933510638297,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,2,-0.020029920212765003,0.02,0.9852210771276596,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,3,-0.020029920212765003,0.02,0.994678357712766,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,4,-0.020029920212765003,0.02,0.9999842087765957,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,5,0.020029920212765003,0.02,0.9743126662234043,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,6,-0.020029920212765003,0.02,0.9751645611702128,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,7,-0.020029920212765003,0.02,0.9535887632978723,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,8,0.020029920212765003,0.02,0.9900407247340425,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,9,-0.020029920212765003,0.02,0.9901313164893617,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,10,-0.020029920212765003,0.02,0.9717461768617021,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,11,-0.020029920212765003,0.02,0.9651454454787234,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,12,-0.020029920212765003,0.02,0.9730634973404255,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,13,-0.020029920212765003,0.02,0.9999941821808511,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,14,-0.020029920212765003,0.02,0.9969032579787234,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,15,0.020029920212765003,0.02,0.9901928191489361,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,16,0.020029920212765003,0.02,0.9817569813829787,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,17,0.020029920212765003,0.02,0.9720944148936169,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,18,-0.020029920212765003,0.02,0.9760023271276596,12032,100,2.9920212765002785e-05,margin_nearest
mmlu-pro,19,-0.020029920212765003,0.02,0.946313164893617,12032,100,2.9920212765002785e-05,margin_nearest
truthfulqa,0,-0.020186335403726,0.02,0.995,644,100,0.00018633540372599983,margin_nearest
truthfulqa,1,-0.020186335403726,0.02,0.9998913043478261,644,100,0.00018633540372599983,margin_nearest
truthfulqa,2,-0.020186335403726,0.02,0.9968167701863354,644,100,0.00018633540372599983,margin_nearest
truthfulqa,3,0.020186335403726,0.02,0.999968944099379,644,100,0.00018633540372599983,margin_nearest
truthfulqa,4,-0.020186335403726,0.02,0.9999534161490683,644,100,0.00018633540372599983,margin_nearest
truthfulqa,5,0.020186335403726,0.02,0.99722049689441,644,100,0.00018633540372599983,margin_nearest
truthfulqa,6,0.020186335403726,0.02,0.9998291925465839,644,100,0.00018633540372599983,margin_nearest
truthfulqa,7,0.020186335403726,0.02,0.9998913043478261,644,100,0.00018633540372599983,margin_nearest
truthfulqa,8,0.020186335403726,0.02,0.994860248447205,644,100,0.00018633540372599983,margin_nearest
truthfulqa,9,-0.020186335403726,0.02,0.9964906832298136,644,100,0.00018633540372599983,margin_nearest
truthfulqa,10,-0.020186335403726,0.02,0.9999068322981367,644,100,0.00018633540372599983,margin_nearest
truthfulqa,11,0.020186335403726,0.02,0.9892701863354038,644,100,0.00018633540372599983,margin_nearest
truthfulqa,12,0.020186335403726,0.02,0.986335403726708,644,100,0.00018633540372599983,margin_nearest
truthfulqa,13,0.020186335403726,0.02,0.9939285714285714,644,100,0.00018633540372599983,margin_nearest
truthfulqa,14,-0.020186335403726,0.02,0.9998757763975155,644,100,0.00018633540372599983,margin_nearest
truthfulqa,15,0.020186335403726,0.02,0.9998913043478261,644,100,0.00018633540372599983,margin_nearest
truthfulqa,16,0.020186335403726,0.02,0.9989285714285714,644,100,0.00018633540372599983,margin_nearest
truthfulqa,17,0.020186335403726,0.02,0.9997826086956522,644,100,0.00018633540372599983,margin_nearest
truthfulqa,18,0.020186335403726,0.02,0.9997981366459627,644,100,0.00018633540372599983,margin_nearest
truthfulqa,19,0.020186335403726,0.02,0.9999223602484472,644,100,0.00018633540372599983,margin_nearest
winogrande,0,-0.020095693779904,0.02,0.9988325358851675,1045,100,9.569377990399988e-05,margin_nearest
winogrande,1,0.020095693779904,0.02,0.9979904306220095,1045,100,9.569377990399988e-05,margin_nearest
winogrande,2,0.020095693779904,0.02,0.9987177033492823,1045,100,9.569377990399988e-05,margin_nearest
winogrande,3,-0.020095693779904,0.02,0.988976076555024,1045,100,9.569377990399988e-05,margin_nearest
winogrande,4,0.020095693779904,0.02,0.994976076555024,1045,100,9.569377990399988e-05,margin_nearest
winogrande,5,0.020095693779904,0.02,0.9924019138755981,1045,100,9.569377990399988e-05,margin_nearest
winogrande,6,0.020095693779904,0.02,0.9850717703349282,1045,100,9.569377990399988e-05,margin_nearest
winogrande,7,0.020095693779904,0.02,0.9989473684210526,1045,100,9.569377990399988e-05,margin_nearest
winogrande,8,0.020095693779904,0.02,0.9999521531100478,1045,100,9.569377990399988e-05,margin_nearest
winogrande,9,-0.020095693779904,0.02,0.9999808612440191,1045,100,9.569377990399988e-05,margin_nearest
winogrande,10,-0.020095693779904,0.02,0.9999234449760767,1045,100,9.569377990399988e-05,margin_nearest
winogrande,11,0.020095693779904,0.02,0.9959521531100478,1045,100,9.569377990399988e-05,margin_nearest
winogrande,12,0.020095693779904,0.02,0.9899808612440191,1045,100,9.569377990399988e-05,margin_nearest
winogrande,13,-0.020095693779904,0.02,0.9998755980861245,1045,100,9.569377990399988e-05,margin_nearest
winogrande,14,0.020095693779904,0.02,0.9961626794258374,1045,100,9.569377990399988e-05,margin_nearest
winogrande,15,-0.020095693779904,0.02,0.9920765550239234,1045,100,9.569377990399988e-05,margin_nearest
winogrande,16,0.020095693779904,0.02,0.9981913875598086,1045,100,9.569377990399988e-05,margin_nearest
winogrande,17,0.020095693779904,0.02,0.9966794258373206,1045,100,9.569377990399988e-05,margin_nearest
winogrande,18,-0.020095693779904,0.02,0.9940861244019139,1045,100,9.569377990399988e-05,margin_nearest
winogrande,19,-0.020095693779904,0.02,0.9931866028708134,1045,100,9.569377990399988e-05,margin_nearest
